pool_id,protocol_id,project,chain,business_type,deposit_contract,withdraw_contract,lp_token,stake_token,stake_underlying_token,reward_token,name,description
0x9e8e207083ffd5bdc3d99a1f32d1e6250869c1a9,18,Cream,Ethereum,lending,0x9e8e207083ffd5bdc3d99a1f32d1e6250869c1a9,0x9e8e207083ffd5bdc3d99a1f32d1e6250869c1a9,,0x99d8a9c45b2eca8864373a26d1459e3dff1e17f3,,,cyMIM,Yearn Magic Internet Money
0x672473908587b10e65dab177dbaeadcbb30bf40b,18,Cream,Ethereum,lending,0x672473908587b10e65dab177dbaeadcbb30bf40b,0x672473908587b10e65dab177dbaeadcbb30bf40b,,0x81d66d255d47662b6b16f3c5bbfbb15283b05bc2,,,cyZAR,Yearn ZAR
0x160caed03795365f3a589f10c379ffa7d75d4e76,148,Ellipsis Finance,Binance,dex,0x160caed03795365f3a589f10c379ffa7d75d4e76,0x160caed03795365f3a589f10c379ffa7d75d4e76,0xaf4de8e872131ae328ce21d909c74705d3aaf452,0xe9e7cea3dedca5984780bafc599bd69add087d56-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d-0x55d398326f99059ff775485246999027b3197955,,,3EPS,
0x2477fb288c5b4118315714ad3c7fd7cc69b00bf9,148,Ellipsis Finance,Binance,dex,0x2477fb288c5b4118315714ad3c7fd7cc69b00bf9,0x2477fb288c5b4118315714ad3c7fd7cc69b00bf9,0x2a435ecb3fcc0e316492dc1cdd62d0f189be5640,0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c-0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,,,btcEPS,
0x556ea0b4c06d043806859c9490072faadc104b63,148,Ellipsis Finance,Binance,dex,0x556ea0b4c06d043806859c9490072faadc104b63,0x556ea0b4c06d043806859c9490072faadc104b63,0x373410a99b64b089dfe16f1088526d399252dace,0x049d68029688eabf473097a2fc38ef61633a3c7a-0xe9e7cea3dedca5984780bafc599bd69add087d56-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d-0x55d398326f99059ff775485246999027b3197955,,,fUSDT,
0xc6a752948627becab5474a10821df73ff4771a49,148,Ellipsis Finance,Binance,dex,0xc6a752948627becab5474a10821df73ff4771a49,0xc6a752948627becab5474a10821df73ff4771a49,0x0bc3a8239b0a63e945ea1bd6722ba747b9557e56,0x1af3f329e8be154074d8769d1ffa4ee058b1dbc3-0xe9e7cea3dedca5984780bafc599bd69add087d56-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d-0x55d398326f99059ff775485246999027b3197955,,,DAI,
0x8d7408c2b3154f9f97fc6dd24cd36143908d1e52,148,Ellipsis Finance,Binance,dex,0x8d7408c2b3154f9f97fc6dd24cd36143908d1e52,0x8d7408c2b3154f9f97fc6dd24cd36143908d1e52,0x052e566a25ace8934dcc52c41a27b04a7c7eccbe,0x14016e85a25aeb13065688cafb43044c2ef86784-0xe9e7cea3dedca5984780bafc599bd69add087d56-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d-0x55d398326f99059ff775485246999027b3197955,,,TUSD,
0x60e4ed61c6f17972559e86f2125bf8a30f249088,148,Ellipsis Finance,Binance,dex,0x60e4ed61c6f17972559e86f2125bf8a30f249088,0x60e4ed61c6f17972559e86f2125bf8a30f249088,0xa2520f3596449105bfe899f3d573c4353917eaf8,0xed28a457a5a76596ac48d87c0f577020f6ea1c4c-0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c-0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,,,pBTC,
0xf707df3e4c70e40c2f26c660338dd0c81ad280f1,148,Ellipsis Finance,Binance,dex,0xf707df3e4c70e40c2f26c660338dd0c81ad280f1,0xf707df3e4c70e40c2f26c660338dd0c81ad280f1,0x143d702bc7bfa46c17129bd751f7c6cf2f1ded79,0x54261774905f3e6e9718f2abb10ed6555cae308a-0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c-0xfce146bf3146100cfe5db4129cf6c82b0ef4ad8c,,,anyBTC,
0x2f8e25c21a17bd9d0c337e1b409e73bc959b41be,148,Ellipsis Finance,Binance,dex,0x2f8e25c21a17bd9d0c337e1b409e73bc959b41be,0x2f8e25c21a17bd9d0c337e1b409e73bc959b41be,0x8339156534e2d7354eed097a6fb4a5820d8d0d27,0x03ab98f5dc94996f8c33e15cd4468794d12d41f9-0xe9e7cea3dedca5984780bafc599bd69add087d56-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d-0x55d398326f99059ff775485246999027b3197955,,,USDN,
0x780de1a0e4613da6b65cef7f5fb63d14cbdcfb72,148,Ellipsis Finance,Binance,dex,0x780de1a0e4613da6b65cef7f5fb63d14cbdcfb72,0x780de1a0e4613da6b65cef7f5fb63d14cbdcfb72,0x151f1611b2e304ded36661f65506f9d7d172beba,0x23396cf899ca06c4472205fc903bdb4de249d6fc-0xe9e7cea3dedca5984780bafc599bd69add087d56-0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d-0x55d398326f99059ff775485246999027b3197955,,,UST,
0xf9045866e7b372def1eff3712ce55fac1a98daf0,148,Ellipsis Finance,Binance,dex,0xf9045866e7b372def1eff3712ce55fac1a98daf0,0xf9045866e7b372def1eff3712ce55fac1a98daf0,0xf9045866e7b372def1eff3712ce55fac1a98daf0,0xa7f552078dcc247c2684336020c03648500c6d9f-0xbb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c,,,EPS/BNB,
0x87165b659ba7746907a48763063efa3b323c2b0700020000000000000000002d,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x87165b659ba7746907a48763063efa3b323c2b07,0x2d94aa3e47d9d5024503ca8491fce9a2fb4da198-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,BANK/WETH,
0x10a2f8bd81ee2898d7ed18fb8f114034a549fa59000200000000000000000090,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x10a2f8bd81ee2898d7ed18fb8f114034a549fa59,0x8a2228705ec979961f0e16df311debcf097a2766-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,ePyvUSDC-28JAN22/USDC,
0x3b7f8107de88c75603f3cb9152ce8a4d43910fa80002000000000000000000c6,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x3b7f8107de88c75603f3cb9152ce8a4d43910fa8,0xbe632e8ae54398563983aea1e36923276dd02529-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,CBS/WETH,
0xea39581977325c0833694d51656316ef8a926a62000200000000000000000036,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xea39581977325c0833694d51656316ef8a926a62,0x1cf0f3aabe4d12106b27ab44df5473974279c524-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,xSNXa/WETH,
0x93ab2afded588a9e7f3ef569834b13685d612f96000200000000000000000095,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x93ab2afded588a9e7f3ef569834b13685d612f96,0x965d79f1a1016b574a62986e13ca8ab04dfdd15c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,M2/WETH,
0x802d0f2f4b5f1fb5bfc9b2040a703c1464e1d4cb00020000000000000000009d,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x802d0f2f4b5f1fb5bfc9b2040a703c1464e1d4cb,0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c-0x782be9330969aa7b9db56382752a1364580f199f,,,alUSD3CRV-f/eYyvCurve-alUSD-28JAN22,
0x3febe770201cf4d351d33708170b9202ba1c6af7000200000000000000000045,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x3febe770201cf4d351d33708170b9202ba1c6af7,0x965d79f1a1016b574a62986e13ca8ab04dfdd15c-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,M2/WETH,
0xb2634e2bfab9664f603626afc3d270be63c09ade000200000000000000000053,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xb2634e2bfab9664f603626afc3d270be63c09ade,0xb81d70802a816b5dacba06d708b5acf19dcd436d-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,DEXG/WETH,
0x3a19030ed746bd1c3f2b0f996ff9479af04c5f0a000100000000000000000005,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x3a19030ed746bd1c3f2b0f996ff9479af04c5f0a,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0x35a18000230da775cac24873d00ff85bccded550-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,WBTC/cUNI/USDC,
0x45910faff3cbf990fdb204682e93055506682d1700020000000000000000000d,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x45910faff3cbf990fdb204682e93055506682d17,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b,,,USDC/RLY,
0x062f38735aac32320db5e2dbbeb07968351d7c720002000000000000000000ac,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x062f38735aac32320db5e2dbbeb07968351d7c72,0x06325440d014e39736583c165c2963ba99faf14e-0xeb1a6c6ea0cd20847150c27b5985fa198b2f90bd,,,steCRV/eYyvcrvSTETH-15APR22,
0x4db9024fc9f477134e00da0da3c77de98d9836ac000200000000000000000086,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x4db9024fc9f477134e00da0da3c77de98d9836ac,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0x6bf924137e769c0a5c443dce6ec885552d31d579,,,WBTC/ePyvWBTC-26NOV21,
0x8339e311265a025fd5792db800daa8eda4264e2c000200000000000000000029,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x8339e311265a025fd5792db800daa8eda4264e2c,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xf1f955016ecbcd7321c7266bccfb96c68ea5e49b,,,WETH/RLY,
0x7bf521b4f4c1543a622e11ee347efb1a2374332200010000000000000000005c,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x7bf521b4f4c1543a622e11ee347efb1a23743322,0x0cec1a9154ff802e7934fc916ed7ca50bde6844e-0x2ba592f78db6436527729929aaf6c908497cb200-0x584bc13c7d411c00c01a62e8019472de68768430-0xba100000625a3754423978a60c9317c58a424e3d-0xbc396689893d065f41bc2c6ecbee5e0085233447-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdbdb4d16eda451d0503b854cf79d55697f90c8df-0xf5d669627376ebd411e34b98f19c868c8aba5ada,,,POOL/ALCX/CREAM/WETH/PERP/BAL/HEGIC/AXS,
0xe24281bc68c2a56e19b67b3787fd5e95937bd970000200000000000000000062,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xe24281bc68c2a56e19b67b3787fd5e95937bd970,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xd075e95423c5c4ba1e122cae0f4cdfa19b82881b,,,WETH/wPE,
0xc1382fe6e17bcdbc3d35f73f5317fbf261ebeecd0002000000000000000000a9,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xc1382fe6e17bcdbc3d35f73f5317fbf261ebeecd,0x956f47f50a910163d8bf957cf5846d573e7f87ca-0xc7283b66eb1eb5fb86327f08e1b5816b0720212b,,,FEI/TRIBE,
0x3a693eb97b500008d4bb6258906f7bbca1d09cc5000200000000000000000065,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x3a693eb97b500008d4bb6258906f7bbca1d09cc5,0x237535da7e2f0aba1b68262abcf7c4e60b42600c-0xca3d75ac011bf5ad07a98d02f18225f9bd9a6bdf,,,ePyvCrvTriCrypto-15AUG21/crvTricrypto,
0xc6a5032dc4bf638e15b4a66bc718ba7ba474ff73000200000000000000000004,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xc6a5032dc4bf638e15b4a66bc718ba7ba474ff73,0x6b175474e89094c44da98b954eedeac495271d0f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,DAI/WETH,
0x571046eae58c783f29f95adba17dd561af8a871200020000000000000000000c,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x571046eae58c783f29f95adba17dd561af8a8712,0x6b175474e89094c44da98b954eedeac495271d0f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,DAI/WETH,
0xf7cd489c2b7e199e2d3e8a982eb6fd51d71c1ce4000200000000000000000046,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xf7cd489c2b7e199e2d3e8a982eb6fd51d71c1ce4,0x123151402076fc819b7564510989e475c9cd93ca-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,wDGLD/WETH,
0xce16e7ed7654a3453e8faf748f2c82e57069278f00020000000000000000006d,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xce16e7ed7654a3453e8faf748f2c82e57069278f,0x06325440d014e39736583c165c2963ba99faf14e-0x26941c63f4587796abe199348ecd3d7c44f9ae0c,,,steCRV/ePyvcrvSTETH-15OCT21,
0x544c823194218f0640dae8291c1f59752d25fae3000200000000000000000093,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x544c823194218f0640dae8291c1f59752d25fae3,0x06325440d014e39736583c165c2963ba99faf14e-0x720465a4ae6547348056885060eeb51f9cadb571,,,steCRV/ePyvcrvSTETH-28JAN22,
0xad302e620fedb60078b33514757335545ba05c6d00020000000000000000004e,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xad302e620fedb60078b33514757335545ba05c6d,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xfca59cd816ab1ead66534d82bc21e7515ce441cf,,,WETH/RARI,
0x4fa6086ed10c971d255aa1b09a6beb1c7be5ca37000200000000000000000051,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x4fa6086ed10c971d255aa1b09a6beb1c7be5ca37,0x50de6856358cc35f3a9a57eaaa34bd4cb707d2cd-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,RAZOR/WETH,
0x5aa90c7362ea46b3cbfbd7f01ea5ca69c98fef1c000200000000000000000020,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x5aa90c7362ea46b3cbfbd7f01ea5ca69c98fef1c,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,UNI/WETH,
0xbaeec99c90e3420ec6c1e7a769d2a856d2898e4d00020000000000000000008a,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xbaeec99c90e3420ec6c1e7a769d2a856d2898e4d,0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,VITA/WETH,
0x7edde0cb05ed19e03a9a47cd5e53fc57fde1c80c0002000000000000000000c8,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x7edde0cb05ed19e03a9a47cd5e53fc57fde1c80c,0x52c9886d5d87b0f06ebacbeff750b5ffad5d17d9-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,ePyvUSDC-29APR22/USDC,
0xf94a7df264a2ec8bceef2cfe54d7ca3f6c6dfc7a000200000000000000000064,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xf94a7df264a2ec8bceef2cfe54d7ca3f6c6dfc7a,0xc080f19d9e7ccb6ef2096dfa08570e0057490940-0xca3d75ac011bf5ad07a98d02f18225f9bd9a6bdf,,,eYyvCrvTriCrypto-15AUG21/crvTricrypto,
0xd47c0734a0b5feff3bb2fc8542cd5b9751afeefb000100000000000000000037,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xd47c0734a0b5feff3bb2fc8542cd5b9751afeefb,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e-0x1f9840a85d5af5bf1d1762f925bdaddc4201f984-0x514910771af9ca656af840dff83e8264ecf986ca-0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9-0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2-0xc00e94cb662c3520282e6f5717214004a7f26888-0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,MKR/YFI/COMP/WETH/SNX/UNI/AAVE/LINK,
0xb03c6b351a283bc1cd26b9cf6d7b0c4556013bdb0002000000000000000000ab,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xb03c6b351a283bc1cd26b9cf6d7b0c4556013bdb,0x06325440d014e39736583c165c2963ba99faf14e-0x2361102893ccabfb543bc55ac4cc8d6d0824a67e,,,steCRV/ePyvcrvSTETH-15APR22,
0x6de69beb66317557e65168bd7d3fff22a89dbb11000200000000000000000056,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x6de69beb66317557e65168bd7d3fff22a89dbb11,0x6b175474e89094c44da98b954eedeac495271d0f-0x94be72dc46fe8f7e9f40fbd2c31826f472f4036e,,,DAI/ePyvDAI-27JUN21,
0x4eebc19e5f29dec3dea07f66b9e707afc8f28c060002000000000000000000b3,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x4eebc19e5f29dec3dea07f66b9e707afc8f28c06,0x949d48eca67b17269629c7194f4b727d4ef9e5d6-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,MC/USDC,
0x3e5fa9518ea95c3e533eb377c001702a9aacaa32000200000000000000000052,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x3e5fa9518ea95c3e533eb377c001702a9aacaa32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xdac17f958d2ee523a2206206994597c13d831ec7,,,WETH/USDT,
0x0b09dea16768f0799065c475be02919503cb2a3500020000000000000000001a,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x0b09dea16768f0799065c475be02919503cb2a35,0x6b175474e89094c44da98b954eedeac495271d0f-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,DAI/WETH,
0x4626d81b3a1711beb79f4cecff2413886d461677000200000000000000000011,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x4626d81b3a1711beb79f4cecff2413886d461677,0x6b175474e89094c44da98b954eedeac495271d0f-0xba100000625a3754423978a60c9317c58a424e3d,,,DAI/BAL,
0xd5d7bc115b32ad1449c6d0083e43c87be95f280900020000000000000000006c,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xd5d7bc115b32ad1449c6d0083e43c87be95f2809,0x06325440d014e39736583c165c2963ba99faf14e-0x94046274b5aa816ab236a9eab42b5563b56e1931,,,steCRV/eYyvcrvSTETH-15OCT21,
0x6ac02ecd0c2a23b11f9afb3b3aaf237169475cac0002000000000000000000a8,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x6ac02ecd0c2a23b11f9afb3b3aaf237169475cac,0x194ebd173f6cdace046c53eacce9b953f28411d1-0x2a8f5649de50462ff9699ccc75a2fb0b53447503,,,eursCRV/ePyvCurve-EURS-11FEB22,
0x59e2563c08029f13f80cba9eb610bfd0367ed266000100000000000000000082,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x59e2563c08029f13f80cba9eb610bfd0367ed266,0x0ec9f76202a7061eb9b3a7d6b59d36215a7e37da-0x18aaa7115705e8be94bffebde57af9bfc265b998-0x25f8087ead173b73d6e8b84329989a8eea16cf73-0x3845badade8e6dff049820680d1f14bd3903a5d0-0x87d73e916d7057945c9bcd8cdd94e42a6f47f776-0xbb0e17ef65f82ab018d8edd776e8dd940327b28b-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-0xfb5453340c03db5ade474b27e68b6a9c6b2823eb,,,BPT/NFTX/YGG/AXS/SAND/AUDIO/ROBOT/WETH,
0xf5aaf7ee8c39b651cebf5f1f50c10631e78e0ef9000200000000000000000069,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xf5aaf7ee8c39b651cebf5f1f50c10631e78e0ef9,0x04fa0d235c4abf4bcf4787af4cf447de572ef828-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,UMA/USDC,
0x3ebf48cd7586d7a4521ce59e53d9a907ebf1480f000200000000000000000028,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x3ebf48cd7586d7a4521ce59e53d9a907ebf1480f,0xba100000625a3754423978a60c9317c58a424e3d-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,BAL/WETH,
0x0a9e96988e21c9a03b8dc011826a00259e02c46e000200000000000000000055,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x0a9e96988e21c9a03b8dc011826a00259e02c46e,0x6b175474e89094c44da98b954eedeac495271d0f-0xe7f4294033d0fde6eecb94bef7da22fde68a61ec,,,DAI/eYyvDAI-27JUN21,
0xe5769603af1c9ec809dd5cfbc7fee36e7f09a3e60002000000000000000000bf,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xe5769603af1c9ec809dd5cfbc7fee36e7f09a3e6,0x9892843ed7b78e9ca3a15fe3d6fc12c664277c8d-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,bKRL/USDC,
0xa6f548df93de924d73be7d25dc02554c6bd66db500020000000000000000000e,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xa6f548df93de924d73be7d25dc02554c6bd66db5,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,WBTC/WETH,
0x5d6e3d7632d6719e04ca162be652164bec1eaa6b000200000000000000000048,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x5d6e3d7632d6719e04ca162be652164bec1eaa6b,0x68037790a0229e9ce6eaa8a99ea92964106c4703-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,,PAR/USDC,
0x36128d5436d2d70cab39c9af9cce146c38554ff0000200000000000000000009,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x36128d5436d2d70cab39c9af9cce146c38554ff0,0x6810e776880c02933d47db1b9fc05908e5386b96-0xba100000625a3754423978a60c9317c58a424e3d,,,GNO/BAL,
0xc79b9b75cd0e9567a000eeb8f6e46b3d074ac38c0002000000000000000000d2,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xc79b9b75cd0e9567a000eeb8f6e46b3d074ac38c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-0xd0cd466b34a24fcb2f87676278af2005ca8a78c4,,,USDC/POP,
0xefaa1604e82e1b3af8430b90192c1b9e8197e377000200000000000000000021,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xefaa1604e82e1b3af8430b90192c1b9e8197e377,0xc00e94cb662c3520282e6f5717214004a7f26888-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,COMP/WETH,
0x03cd191f589d12b0582a99808cf19851e468e6b500020000000000000000002b,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0x03cd191f589d12b0582a99808cf19851e468e6b5,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2-0xba100000625a3754423978a60c9317c58a424e3d,,,MKR/BAL,
0xa0488d89fb8d3085d83ad2426b94b9715cf0286900020000000000000000002f,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xa0488d89fb8d3085d83ad2426b94b9715cf02869,0x0e29e5abbb5fd88e28b2d355774e73bd47de3bcd-0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,,,MKR/HAKKA,
0xe2469f47ab58cf9cf59f9822e3c5de4950a41c49000200000000000000000089,12,Balancer,Ethereum,dex,0xba12222222228d8ba445958a75a0704d566bf2c8,0xba12222222228d8ba445958a75a0704d566bf2c8,0xe2469f47ab58cf9cf59f9822e3c5de4950a41c49,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,,,MTA/WETH,
